time,MVSI,high_low,VNI_Sma200
2022-01-05,0.4555791408697326,80,169.61619999999994
2022-01-06,0.4696636192908217,103,174.0480500000001
2022-01-07,0.4832846460450159,144,172.28590000000008
2022-01-10,0.503335818812768,109,145.96950000000015
2022-01-11,0.5072908122536044,64,133.02520000000004
2022-01-12,0.5167237594520596,43,149.48170000000005
2022-01-13,0.5163752864652678,12,133.3569500000001
2022-01-14,0.500235869907564,33,131.58915000000002
2022-01-17,0.4974000316105535,19,87.02334999999994
2022-01-18,0.4853260954830531,11,71.8604499999999
2022-01-19,0.4593741251593224,12,74.45370000000003
2022-01-20,0.4360330200627931,8,95.71770000000015
2022-01-21,0.4148959635819163,27,102.06549999999993
2022-01-24,0.4036015566802071,3,67.86720000000014
2022-01-25,0.38162325726317975,10,106.53909999999996
2022-01-26,0.3591841555520165,13,107.34309999999982
2022-01-27,0.3355897147856423,10,95.34375
2022-01-28,0.32189056156582824,28,102.30724999999984
2022-02-07,0.30932203159092814,38,119.78120000000013
2022-02-08,0.3073527174322871,35,121.84789999999998
2022-02-09,0.3127087090798156,26,124.99035000000003
2022-02-10,0.31574419871265375,26,125.10265000000004
2022-02-11,0.3162571095962772,27,118.70765000000029
2022-02-14,0.3285390644257077,22,87.90074999999979
2022-02-15,0.3257873558264347,27,107.56839999999988
2022-02-16,0.33548530416772904,33,105.59699999999998
2022-02-17,0.3427486317074786,50,120.18970000000013
2022-02-18,0.35549447483903174,51,115.59434999999985
2022-02-21,0.37954451172199255,35,120.13890000000015
2022-02-22,0.39942801915767817,31,111.39930000000004
2022-02-23,0.4149434391763841,47,118.86474999999996
2022-02-24,0.44817037687728845,31,100.15150000000017
2022-02-25,0.4581352667687071,39,102.97920000000022
2022-02-28,0.46719496715992714,36,93.02140000000031
2022-03-01,0.4811503001153732,32,100.38654999999994
2022-03-02,0.4937584913232465,41,85.99685
2022-03-03,0.5148626027676813,58,104.23205000000007
2022-03-04,0.5353961738475252,56,103.38084999999978
2022-03-07,0.5582348411485921,64,95.91555000000017
2022-03-08,0.5788593978755867,43,69.53880000000004
2022-03-09,0.5892323137959484,64,68.49360000000024
2022-03-10,0.5908561364391848,56,72.70159999999987
2022-03-11,0.6006986915599648,53,59.1413500000001
2022-03-14,0.6023917601004766,26,38.01119999999992
2022-03-15,0.5894115343363562,33,43.65715
2022-03-16,0.5744416128686163,41,49.440399999999954
2022-03-17,0.5672675898407517,35,50.6866
2022-03-18,0.5608699058564378,46,57.68459999999982
2022-03-21,0.5631499767836848,53,82.57770000000005
2022-03-22,0.5707023581922936,45,90.49110000000019
2022-03-23,0.573342630434614,47,88.17964999999981
2022-03-24,0.5753223162221225,57,83.29725000000008
2022-03-25,0.5787344792045633,78,82.74865
2022-03-28,0.5897620638165502,81,66.83415000000014
2022-03-29,0.5922319144405166,77,80.79559999999992
2022-03-30,0.6013890754359358,59,72.88694999999984
2022-03-31,0.5919491973981559,48,73.66560000000004
2022-04-01,0.5867718333550589,61,97.03790000000004
2022-04-04,0.5802442911934313,55,104.29230000000007
2022-04-05,0.5638671593018024,53,98.7808500000001
2022-04-06,0.5601690088564056,41,100.84495000000015
2022-04-07,0.5516784575728403,25,79.61999999999989
2022-04-08,0.5385462387784707,29,58.64260000000013
2022-04-12,0.5328541990673936,4,31.415950000000066
2022-04-13,0.5212853561929223,18,52.86880000000019
2022-04-14,0.4979383854734526,28,47.291349999999966
2022-04-15,0.4873522945683801,34,33.338399999999865
2022-04-18,0.49573673457135653,29,7.099749999999858
2022-04-19,0.49340348443235993,-10,-19.183899999999994
2022-04-20,0.4940859222479533,-24,-40.88689999999997
2022-04-21,0.5054693444211283,-49,-55.218900000000076
2022-04-22,0.5070683755071176,-21,-46.04484999999977
2022-04-25,0.508361882087954,-78,-113.86669999999981
2022-04-26,0.5016134426979115,-19,-83.06800000000021
2022-04-27,0.47818244399309995,-9,-70.30549999999994
2022-04-28,0.4632467149590999,-3,-72.78480000000013
2022-04-29,0.4586267706017349,18,-57.03485000000023
2022-05-04,0.44795338969043796,3,-74.9554999999998
2022-05-05,0.4390236176878288,5,-62.885499999999865
2022-05-06,0.4272564246966614,-15,-94.2161000000001
2022-05-09,0.43959228316219084,-85,-153.7346
2022-05-10,0.44000072762808934,-38,-129.76585
2022-05-11,0.41922184818084635,-7,-122.08595000000014
2022-05-12,0.4220946372691899,-101,-184.60370000000012
2022-05-13,0.4417830119363541,-172,-240.23360000000025
2022-05-16,0.4410902137560422,-76,-250.44499999999994
2022-05-17,0.44616110753017957,-4,-193.80330000000026
2022-05-18,0.4415653396997296,-3,-181.2324500000002
2022-05-19,0.4271469840603879,-14,-180.17529999999988
2022-05-20,0.421692844359525,-9,-180.84084999999982
2022-05-23,0.4123138272006361,-24,-202.28465000000006
2022-05-24,0.4000465027129424,-19,-187.31044999999995
2022-05-25,0.4088536990981768,-12,-151.94039999999995
2022-05-26,0.41131399072661756,-3,-151.46955000000025
2022-05-27,0.4114669503568319,-6,-134.28904999999986
2022-05-30,0.4162827738861743,5,-125.58140000000003
2022-05-31,0.4228852151841989,0,-126.48549999999977
2022-06-01,0.4203215950980413,6,-119.33095000000003
2022-06-02,0.4280010375195949,0,-129.8851000000002
2022-06-03,0.422632095690285,1,-130.19975
2022-06-06,0.42907388322096746,-20,-127.83454999999981
2022-06-07,0.44097478012463037,-34,-126.0965000000001
2022-06-08,0.4489189555324097,1,-109.26059999999984
2022-06-09,0.443917474307626,-1,-109.10490000000004
2022-06-10,0.4506584587134422,-13,-132.3710500000002
2022-06-13,0.47536148808814394,-110,-188.8991000000001
2022-06-14,0.47898671339842236,-121,-185.28634999999986
2022-06-15,0.49260092703433744,-206,-201.24229999999966
2022-06-16,0.49034335957900815,-110,-178.17769999999973
2022-06-17,0.5021378292229504,-223,-197.08859999999981
2022-06-20,0.5080760589842414,-298,-233.32459999999992
2022-06-21,0.5083223915050948,-255,-240.4762499999997
2022-06-22,0.5015335855900701,-88,-242.86525000000006
2022-06-23,0.48082699997713324,-41,-222.52639999999974
2022-06-24,0.46684599838104174,-29,-225.12185
2022-06-27,0.45806118084328445,-21,-207.08645
2022-06-28,0.46034873677798827,-9,-191.2289000000003
2022-06-29,0.45318601034624884,-13,-190.60944999999992
2022-06-30,0.44945096759522063,-19,-210.36090000000013
2022-07-01,0.448332512889757,-44,-208.34824999999978
2022-07-04,0.4381415974216316,-28,-210.9974000000002
2022-07-05,0.43859693576074554,-49,-224.41470000000004
2022-07-06,0.438715957350984,-86,-255.11339999999996
2022-07-07,0.42993415784693356,-58,-237.31259999999997
2022-07-08,0.4270805707509204,-26,-231.58675000000017
2022-07-11,0.4299099597321134,-31,-246.68399999999997
2022-07-12,0.438535384069563,-13,-226.27470000000017
2022-07-13,0.44912164233951246,-15,-226.28049999999985
2022-07-14,0.4531555033067822,-10,-217.18550000000005
2022-07-15,0.4662844814540442,-13,-219.37680000000023
2022-07-18,0.4749211947241506,-7,-221.32270000000017
2022-07-19,0.47997388725175105,-12,-218.67830000000004
2022-07-20,0.5014656425661751,10,-202.12869999999975
2022-07-21,0.5070428488412569,7,-197.11660000000006
2022-07-22,0.5128902395175718,-1,-200.1026999999999
2022-07-25,0.5154271152687329,-1,-205.5320499999998
2022-07-26,0.5120620358501157,-13,-208.07330000000002
2022-07-27,0.5067778666991657,-14,-201.22855000000004
2022-07-28,0.5234750649615092,-3,-183.32550000000037
2022-07-29,0.5321186458381256,-6,-184.1767000000002
2022-08-01,0.549413274877848,7,-158.33945000000017
2022-08-02,0.5556583992825261,-9,-152.79050000000007
2022-08-03,0.573436808181065,2,-138.44005000000016
2022-08-04,0.5899793868088383,5,-133.35729999999967
2022-08-05,0.5998602641524371,1,-134.05335000000014
2022-08-08,0.615931549906658,2,-129.35045000000014
2022-08-09,0.630782021367507,-3,-126.5757000000001
2022-08-10,0.6374090534309842,3,-128.2843499999999
2022-08-11,0.6556758951106987,1,-132.02850000000012
2022-08-12,0.6532369642374218,10,-121.1531500000001
2022-08-15,0.6562380194356681,2,-108.69599999999969
2022-08-16,0.6577187747994367,3,-107.46434999999997
2022-08-17,0.6666344531813522,2,-106.0607
2022-08-18,0.6611299421988552,0,-106.82764999999972
2022-08-19,0.6558521954313381,-1,-110.45869999999991
2022-08-22,0.6532380652758194,-10,-118.24855000000002
2022-08-23,0.647338902013402,2,-107.00110000000018
2022-08-24,0.643195147129537,10,-99.7951999999998
2022-08-25,0.6427993539021865,2,-87.23704999999973
2022-08-26,0.6418980990034683,1,-92.62205000000017
2022-08-29,0.6524520964959885,-20,-103.43855000000008
2022-08-30,0.6431791031614298,5,-93.92039999999997
2022-08-31,0.6310812371056632,1,-91.89120000000003
2022-09-05,0.6205322943596374,-5,-94.07109999999989
2022-09-06,0.6165857498202292,-14,-93.02525000000014
2022-09-07,0.625313497806825,-19,-126.13885000000005
2022-09-08,0.6187421123562408,-18,-133.5025999999998
2022-09-09,0.6074590806898941,-20,-118.21735000000012
2022-09-12,0.5913849252191694,-16,-116.36370000000011
2022-09-13,0.5764439693579163,-10,-116.58944999999994
2022-09-14,0.5739028104460332,-24,-123.10514999999987
2022-09-15,0.5615260116643926,-20,-116.9991
2022-09-16,0.5610392894147312,-44,-127.29520000000002
2022-09-19,0.5697058137874704,-70,-154.45720000000006
2022-09-20,0.5615345221679976,-37,-139.62764999999968
2022-09-21,0.5411918512813817,-37,-146.66820000000007
2022-09-22,0.5358617984523693,-21,-141.1657499999999
2022-09-23,0.5260041500352325,-25,-151.19190000000003
2022-09-26,0.5381137719282769,-98,-178.77704999999992
2022-09-27,0.5269130130539205,-67,-185.35185
2022-09-28,0.5254820729335975,-113,-206.7561000000003
2022-09-29,0.5195769871785079,-118,-222.67210000000023
2022-09-30,0.5324896577914568,-138,-214.95275000000015
2022-10-03,0.5274431961970462,-243,-258.7372499999999
2022-10-04,0.5240099689431356,-234,-265.0468999999998
2022-10-05,0.5114615356658211,-48,-237.06809999999996
2022-10-06,0.5005336650544867,-211,-264.80320000000006
2022-10-07,0.5119729266973615,-373,-301.2096999999999
2022-10-10,0.504680030901394,-194,-292.45315000000005
2022-10-11,0.5023015137893598,-374,-326.37750000000005
2022-10-12,0.4952034108285283,-113,-295.54785000000015
2022-10-13,0.47426377306181206,-98,-277.23445000000015
2022-10-14,0.47057417349121117,-64,-264.3988999999999
2022-10-17,0.45528736322125896,-63,-272.5416500000001
2022-10-18,0.4551634875919493,-44,-258.3355499999998
2022-10-19,0.44031864409119237,-47,-259.75395000000003
2022-10-20,0.42390085281502754,-57,-259.2370999999998
2022-10-21,0.43291059261295184,-278,-295.53634999999974
2022-10-24,0.44030100616066997,-411,-326.64570000000015
2022-10-25,0.44896744562101126,-312,-312.45630000000006
2022-10-26,0.4356553177325568,-300,-314.6580500000001
2022-10-27,0.435804702872772,-72,-282.8159999999999
2022-10-28,0.4306962067322215,-75,-273.91640000000007
2022-10-31,0.4273570178320475,-121,-278.64495
2022-11-01,0.4245477171605513,-88,-269.3354499999998
2022-11-02,0.4187964931951092,-78,-273.78049999999985
2022-11-03,0.41425327344687235,-113,-275.8753999999999
2022-11-04,0.42783352497568816,-267,-296.2759000000002
2022-11-07,0.43832960599075055,-369,-316.7678000000001
2022-11-08,0.43971950658089637,-285,-308.68805
2022-11-09,0.43231222456642887,-186,-302.04075
2022-11-10,0.44466105714588916,-437,-338.10749999999996
2022-11-11,0.449420463705024,-382,-325.27744999999993
2022-11-14,0.4589254189260829,-463,-334.6241
2022-11-15,0.47447887162533336,-561,-360.9256999999999
2022-11-16,0.49722039926462264,-128,-327.2323
2022-11-17,0.49437551887658265,-53,-298.36480000000006
2022-11-18,0.49898089272700274,-68,-295.74664999999993
2022-11-21,0.4925684436586407,-62,-301.74159999999995
2022-11-22,0.5052715351729804,-47,-307.52725
2022-11-23,0.4941736666895578,-59,-310.85034999999993
2022-11-24,0.4801757044322661,-68,-306.3449499999999
2022-11-25,0.47845478385887213,-67,-279.9436999999998
2022-11-28,0.4945792702089046,-19,-243.38234999999986
2022-11-29,0.5103271794827088,-13,-214.60940000000005
2022-11-30,0.5196717254666503,-21,-196.13100000000009
2022-12-01,0.5455825806107139,-21,-205.91245000000004
2022-12-02,0.5545002549405638,-30,-160.05829999999992
2022-12-05,0.571558911691639,-8,-144.3124499999999
2022-12-06,0.5943231939382109,-21,-187.01855
2022-12-07,0.5944365321713485,-27,-192.33214999999996
2022-12-08,0.5955740415232237,-11,-180.60054999999988
2022-12-09,0.581745695726173,-21,-177.0851500000001
2022-12-12,0.5840737794184053,-11,-194.53485
2022-12-13,0.572793435385802,-11,-176.8982000000001
2022-12-14,0.564650217171262,-6,-171.7427499999999
2022-12-15,0.5519654203577017,-16,-164.60435000000007
2022-12-16,0.5487930980757463,-22,-165.18010000000004
2022-12-19,0.5491054867090975,-14,-176.9568499999998
2022-12-20,0.5540075983067265,-27,-189.97394999999995
2022-12-21,0.5472749108307031,-33,-191.9496499999999
2022-12-22,0.5261020523806607,-23,-185.93729999999994
2022-12-23,0.49713339528512945,-30,-185.97629999999992
2022-12-26,0.4892665128847024,-45,-218.8010999999999
2022-12-27,0.4711455450378347,-25,-197.20024999999998
2022-12-28,0.44445415436727775,-10,-183.89189999999996
2022-12-29,0.4233414872476797,-2,-188.00165000000015
2022-12-30,0.40852083682183354,-6,-187.89160000000004
2023-01-03,0.41064980354024616,4,-148.82634999999982
2023-01-04,0.409149322227121,1,-144.08920000000012
2023-01-05,0.40317607225755037,-1,-132.38660000000004
2023-01-06,0.4054091590834164,-8,-134.53250000000003
2023-01-09,0.3963445972157484,-11,-129.54105000000004
2023-01-10,0.3909841084242815,-11,-128.2519000000002
2023-01-11,0.39538444033240977,-10,-123.63190000000009
2023-01-12,0.38768470383379167,-16,-120.83130000000006
2023-01-13,0.3934034098866338,-16,-114.89139999999998
2023-01-16,0.39190807578056824,-22,-106.13260000000014
2023-01-17,0.4045450681436608,-14,-82.3405499999999
2023-01-18,0.41754122513211633,1,-70.24180000000001
2023-01-19,0.43072261608760054,4,-58.36770000000001
2023-01-27,0.44372117101791236,5,-47.42145000000005
2023-01-30,0.4726745191541423,10,-60.05430000000001
2023-01-31,0.49067053941547867,3,-49.72395000000006
2023-02-01,0.5235506271361636,-3,-82.92779999999993
2023-02-02,0.5280590241590094,-9,-79.33515000000011
2023-02-03,0.5254756727501785,-8,-77.86809999999991
2023-02-06,0.5159480427724469,-4,-64.01155000000017
2023-02-07,0.5200636172863464,-14,-85.75850000000014
2023-02-08,0.5203290105598393,-10,-77.81600000000003
2023-02-09,0.5119370757379142,0,-84.47510000000011
2023-02-10,0.5075655624730581,-23,-91.58545000000004
2023-02-13,0.519951848805867,-27,-101.84935000000019
2023-02-14,0.5126496475845919,-25,-105.39584999999988
2023-02-15,0.5135504002907659,-15,-94.30799999999999
2023-02-16,0.5157960377661587,-11,-82.75450000000001
2023-02-17,0.5181951157631122,-26,-80.19704999999999
2023-02-20,0.5428949767712433,-1,-51.50709999999981
2023-02-21,0.5640483537515526,-3,-54.57484999999997
2023-02-22,0.5819975415103232,-11,-81.14994999999999
2023-02-23,0.5849734814778574,-14,-80.6901499999999
2023-02-24,0.573596539060932,-40,-93.52015000000006
2023-02-27,0.5721847068177367,-33,-110.42875000000004
2023-02-28,0.5607830868593524,-15,-105.92795000000001
2023-03-01,0.554158100620402,-16,-89.34685000000013
2023-03-02,0.539210826315232,-19,-91.61515000000009
2023-03-03,0.531512493903633,-40,-103.4371500000002
2023-03-06,0.5277828539770163,-13,-99.95924999999988
2023-03-07,0.518604061314175,-11,-88.28025000000002
2023-03-08,0.5163512177943863,-6,-75.98259999999982
2023-03-09,0.5251709926027366,-13,-68.39830000000006
2023-03-10,0.5292073669712434,-24,-70.44640000000004
2023-03-13,0.5371018285873262,-15,-69.56825000000003
2023-03-14,0.5485749418807481,-27,-81.09604999999988
2023-03-15,0.5582605744596618,-5,-57.91975000000002
2023-03-16,0.5530884176939028,-20,-71.47714999999994
2023-03-17,0.5448101254949717,-35,-72.49945000000002
2023-03-20,0.545877958532653,-33,-93.15734999999984
2023-03-21,0.5364149970854601,-24,-82.54639999999995
2023-03-22,0.49932066318762375,-32,-73.19920000000002
2023-03-23,0.46666939329890716,-33,-67.41465000000017
2023-03-24,0.4417019346051058,-38,-64.5018500000001
2023-03-27,0.4221697961694243,-23,-57.763549999999896
2023-03-28,0.411300181905547,-10,-54.45600000000013
2023-03-29,0.39046133513412057,-18,-51.277250000000095
2023-03-30,0.38269907024608363,-18,-47.32925
2023-03-31,0.3768705234820885,-52,-41.300899999999956
2023-04-03,0.38473828880425553,-11,-25.98765000000003
2023-04-04,0.39306553195215577,-7,-26.026749999999993
2023-04-05,0.4040596916465633,0,-22.934550000000172
2023-04-06,0.42476226543110013,-6,-32.337099999999964
2023-04-10,0.45932678975983793,-2,-37.36149999999998
2023-04-11,0.4760844911600507,-7,-32.75244999999995
2023-04-12,0.4953162859756767,-1,-32.16529999999989
2023-04-13,0.5084390412998469,-5,-36.70939999999996
2023-04-14,0.5249430462325367,-19,-47.36974999999984
2023-04-17,0.5236631196636219,-17,-45.62830000000008
2023-04-18,0.5230587145214286,-21,-43.60295000000019
